id,url,name,description,type,address,city,zipCode,latitude,longitude,price,bedrooms,bathrooms,area,amenities,telephone,image,pets
yc7788r,https://www.apartments.com/126-n-park-ave-rockville-centre-ny/yc7788r/,"126 N Park Ave Rockville Centre, NY 11570","2nd floor walk-up to 2 bedrooms,1 full bath.  Living room with pass thru to updated Kitchen.  Storage is available.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,126 N Park Ave,Rockville Centre,11570,40.66064,-73.64521,"$2,400-$2,400",2 bd,1 ba,,,+1-516-205-4220,['https://images1.apartments.com/i2/b_zsEnVI0Jo5l-dtXp_2nNP6f4oiZY-v8gRKV_lCaO0/110/126-n-park-ave-rockville-centre-ny-primary-photo.jpg'],False
khgxvb9,https://www.apartments.com/12-palmer-pl-valley-stream-ny/khgxvb9/,"12 Palmer Pl Valley Stream, NY 11580","ALL FURNISHED. 2 BEDROOMS

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,12 Palmer Pl,Valley Stream,11580,40.67311,-73.71033,"$2,200-$2,200",2 bd,1 ba,,,+1-516-787-3292,['https://images1.apartments.com/i2/yqKblgouTN3R-Y2m6bPfA-yylwLDVDd9crvjMoEuD7s/110/12-palmer-pl-valley-stream-ny-primary-photo.jpg'],False
tmkwvyb,https://www.apartments.com/89-37-pontiac-st-queens-ny-unit-1/tmkwvyb/,"89-37 Pontiac St Queens, NY 11427","Sunny,spacious two bedroom apartment with full bath. Large living room with dining area,open layout and kitchen has storage. This apartment has wall to wall carpeting. Close to ground transportation,major highways,easy shopping and excellent restaurants. In SD#26",ApartmentComplex,89-37 Pontiac St,Queens,11427,40.72863,-73.73403,"$2,200-$2,200",2 bd,1 ba,,,+1-516-626-1500,['https://images1.apartments.com/i2/JsTAiIMaLDjUzOgCIDWQGtyWs2mmZ0JNrd8qsrHorTw/110/89-37-pontiac-st-unit-1-queens-ny-primary-photo.jpg'],False
9w4ssg4,https://www.apartments.com/130-10-161st-st-queens-ny-unit-2/9w4ssg4/,"130-10 161st St Queens, NY 11434","Newly renovated 2-bedroom apartment on the second floor of a beautiful two-family house! 2 large size bedrooms with large closets,brand-new appliances,new kitchen cabinets,and a brand new bathroom. Parking is available for additional charge. Please contact us for a viewing today. Section 8 ok

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,130-10 161st St,Queens,11434,40.67529,-73.77917,"$2,700-$2,700",2 bd,1 ba,,,+1-516-236-7788,['https://images1.apartments.com/i2/EzkD4iv6dtqzSlCLYfJ9iMQUgHCnBmiy8ppDPQPnr2Q/110/130-10-161st-st-unit-2-queens-ny-primary-photo.jpg'],True
megdftj,https://www.apartments.com/235-26-148th-rd-rosedale-ny/megdftj/,"235-26 148th Rd ROSEDALE, NY ","NEWLY MINT RENOVATED THREE BEDROOMS AND ONE BATHROOM APARTMENT   BRAND NEW KITCHEN WITH GRANITE COUNTER TOP , NEW HARDWOOD FLOOR , NEW MOLDINGS, ALL NEWLY RENOVATED   2ND FLOOR APARTMENT   SEPERATE BOILER, HOTWATER TANK ,   CLOSE TO EVERYTHING",SingleFamilyResidence,235-26 148th Rd,ROSEDALE,,40.65467,-73.7469,"$2,900-$2,900",3 bd,1 ba,,NewConstruction,+1-877-943-8676,['https://images1.apartments.com/i2/UuDslie6X49tj9VDCO4Tb-fErOx8E9izfZILg4kmlq0/110/235-26-148th-rd-rosedale-ny-primary-photo.jpg'],False
tmztkwb,https://www.apartments.com/26-gaffney-st-glen-cove-ny/tmztkwb/,"26 Gaffney St Glen Cove, NY 11542","This elegant 2 bed 2 bath apartment boasts beautiful hardwood floors, central air and vaulted ceilings, while providing a spacious and luxurious living area. This unit also features a primary en-suite and cedar walk in closets in both bedrooms. Don't miss out on this incredible opportunity!

NO LAUNDRY. STREET PARKING ONLY.

First Month, Security Deposit, And Brokers Fee (1 Month) Due at Lease Signing -",ApartmentComplex,26 Gaffney St,Glen Cove,11542,40.84768,-73.63223,"$3,000-$3,000",2 bd,2 ba,"9,999 sq ft",,+1-,['https://images1.apartments.com/i2/TuxzIxs2glc5BdSx8gwI28GtcDa2RhaMtLFHfKeTHFk/110/26-gaffney-st-unit-1-glen-cove-ny-primary-photo.jpg'],False
vvyl03e,https://www.apartments.com/8-martha-terrace-floral-park-ny-unit-2/vvyl03e/,"8 Martha Terrace Floral Park, NY 11001","This charming 2nd floor unit for rent is located in the heart of Floral Park within a cozy 2-family house. The unit comes unfurnished. One of the standout features of this rental is its excellent location. Situated in the heart of Floral Park Village,you'll find yourself in close proximity to a variety of shopping options,stores,and LIRR. Tenants are responsible for covering their own electric and gas bills,and the water costs are shared equally with the 1st floor tenants. For those with vehicles,parking is available in the nearby village municipal parking,just 2 blocks away with an additional cost associated with their parking option. A minimum 1.5 year lease is required. Tenants to pay 1st month's rent,1 month security,and 1 month broker fee. There is also an option to rent this unit furnished for $3,400/month.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,8 Martha Terrace,Floral Park,11001,40.72811,-73.69971,"$2,800-$2,800",3 bd,1 ba,,,+1-917-981-8736,['https://images1.apartments.com/i2/mZTfeuQlcIz1Hf-hID6VdjT9pzsYNEBm4ZAWxpUERMI/110/8-martha-terrace-unit-2-floral-park-ny-primary-photo.jpg'],False
2x0zy4c,https://www.apartments.com/241-20-northern-blvd-queens-ny-unit-2f/2x0zy4c/,"241-20 Northern Blvd Queens, NY 11362","this apt is located  the  ""Manor house Cooperative"" BOARD APPROVAL IS REQUIRED... featuring  renovated JR4. or 2 bedroom.  Garage spot  available . laundry facility  on lobby level. close to LIRR and public transportation,shops and more!!!!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,241-20 Northern Blvd,Queens,11362,40.765,-73.74451,"$2,950-$2,950",2 bd,1 ba,,,+1-646-361-3325,['https://images1.apartments.com/i2/DAY7Q9yRoB_-fpk2bX8ijc4cdyqt82vsnMPDPHRWxFc/110/241-20-northern-blvd-unit-2f-queens-ny-primary-photo.jpg'],False
63f81lv,https://www.apartments.com/90-colonial-rd-floral-park-ny-unit-2/63f81lv/,"90 Colonial Rd Floral Park, NY 11001","Freshly painted 2 bedroom 1 bathroom rental in Floral Park borderline Bellerose. All utilities are included and there is a hookup for a washer/dryer for an additional charge. Owners will charge additional rent in the summer for usage of air conditioners. VIRTUAL TOUR AVAILABLE!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,90 Colonial Rd,Floral Park,11001,40.72209,-73.72089,"$2,300-$2,300",2 bd,1 ba,,,+1-516-447-1575,['https://images1.apartments.com/i2/5zbCWjzLS6NuIw0bTDwa-yjrlVSxAttHdmJuZ9zfTHo/110/90-colonial-rd-unit-2-floral-park-ny-primary-photo.jpg'],False
529jrdn,https://www.apartments.com/61-25-218th-st-queens-ny/529jrdn/,"61-25 218th St Queens, NY 11364","Newly Renovated Second Floor 2 Bedroom Apartment In Oakland Gardens.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,61-25 218th St,Queens,11364,40.74698,-73.75907,"$2,900-$2,900",2 bd,2 ba,,,+1-917-742-7637,['https://images1.apartments.com/i2/tY13gW1DPa4Au6OztJTYnbh7_G-G-x4-j6fGLUIwhpk/110/61-25-218th-st-queens-ny-primary-photo.jpg'],False
ztxq3rw,https://www.apartments.com/133-28-220th-st-queens-ny-unit-1a/ztxq3rw/,"133-28 220th St Queens, NY 11413","Enjoy your own private entrance and exit,as well as the serenity of being the only apartment on the floor.This oversized 2 bedroom 1 bathroom is flooded with sunlight and has an open and airy feel.Mirrored film will be installed on all windows to add additional privacy. Building amenities include:Roof deckLaundry in building!Private,covered and uncovered parking is available for a monthly feePrivate storage available for a monthly feeBike storage available for a monthly feePets and guarantors are allowed on a case by case basisNO UTILITIES INCLUDED",ApartmentComplex,133-28 220th St,Queens,11413,40.67951,-73.74911,"$2,746-$2,746",2 bd,1 ba,,,+1-718-490-5708,['https://images1.apartments.com/i2/DaZOymAyVkpnv2zR5cgh34K10xReyMdjWteiG5g6Tp0/110/133-28-220th-st-unit-1a-queens-ny-primary-photo.jpg'],False
9v8dc97,https://www.apartments.com/243-43-mayda-rd-queens-ny/9v8dc97/,"243-43 Mayda Rd Queens, NY 11422","Newly renovated apartment giving a spacious 2 bedroom,full bath and kitchen apartment on the second floor. Located just 5 minutes from the Belt PKWY,8 minutes from JFK,and just 6 minutes from Green Acres Mall. This beautiful apartment is nestled in a cozy neighborhood right in the heart of Rosedale. Don't miss out to make this home yours.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,243-43 Mayda Rd,Queens,11422,40.65865,-73.7387,"$2,200-$2,200",2 bd,1 ba,,,+1-516-668-5979,['https://images1.apartments.com/i2/qB2PZxobycPIwE9ZQVZUf8lihvh-xgUroGNL4D46Pbo/110/243-43-mayda-rd-queens-ny-primary-photo.jpg'],False
cwtkzhe,https://www.apartments.com/3920-210th-st-queens-ny-unit-2/cwtkzhe/,"3920 210th St Queens, NY 11361","Charm,Convenience,Community! Don't miss out on this extraordinary sunny and spacious 3 bedrooms plus extra office space  Master bedroom has in suite bathroom. Income 100k* Credit score 700+ No pets.  Parking available in driveway at an extra $200 per month.  Private Washer/dryer in basement (yours only) Dishwasher.  1 block away from transit LIRR. Close to dining and shopping area.  Owner pays for water,12 month lease  Renter pays electricity and gas

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,3920 210th St,Queens,11361,40.76348,-73.77504,"$2,995-$2,995",3 bd,2 ba,,,+1-917-364-5645,['https://images1.apartments.com/i2/cVW4b_3BAMtCNE-obuYuMbHtbJtbNnOI0zMeOkamDYk/110/3920-210th-st-unit-2-queens-ny-primary-photo.jpg'],False
s1ye1b6,https://www.apartments.com/214-02-hillside-ave-queens-ny/s1ye1b6/,"214-02 Hillside Ave. Queens, NY 11427","2 bedroom,living/dining room,full bath,kitchen,parking space for one car

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,214-02 Hillside Ave.,Queens,11427,40.72587,-73.75137,"$2,200-$2,200",2 bd,1 ba,,,+1-718-607-7313,['https://images1.apartments.com/i2/lFBG75fEIPBsCPcU5Bs6lDHOhPFuDUCgGgANur6bWFQ/110/214-02-hillside-ave-queens-ny-primary-photo.jpg'],False
c42l2ce,https://www.apartments.com/21226-jamaica-ave-queens-village-ny-unit-3/c42l2ce/,"21226 Jamaica Ave Queens Village, NY 11428",,ApartmentComplex,21226 Jamaica Ave,Queens Village,11428,40.71544,-73.74604,"$2,400-$2,400",2 bd,1 ba,"1,000 sq ft",,+1-516-586-0277,['https://images1.apartments.com/i2/sKzYWKvIqoZtU34nHw9eKwP3E8xuzecQe6qIi2952MA/110/21226-jamaica-ave-unit-3-queens-village-ny-primary-photo.jpg'],False
my9b20h,https://www.apartments.com/3200-bell-blvd-queens-ny-unit-1-fl/my9b20h/,"3200 Bell Blvd Queens, NY 11361","Beautiful bright and new renovated 2 bedroom with 1 bath for rent located Bayside area.  New kitchen,new appliances,new bathroom,new painted,all in new. Hardwood floor throughout. Convenience location,Q13 bus stop just front of house 3 blocks to The Bay Terrace shopping center #26 school district,specially Ps 41,Crocheron school is 10/10 score. Easy street parking  All utilities are included

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,3200 Bell Blvd,Queens,11361,40.77294,-73.77475,"$2,500-$2,500",2 bd,1 ba,750 sq ft,,+1-347-399-6569,['https://images1.apartments.com/i2/Bz35cJsK5E2kka1fSU7s4BO-vvr3H7C2X0yvFWtfefs/110/3200-bell-blvd-unit-1-fl-queens-ny-primary-photo.jpg'],False
w333l4h,https://www.apartments.com/86-76-palo-alto-st-queens-ny/w333l4h/,"86-76 Palo Alto St Queens, NY 11423","Charm,Convenience,Community! Don't miss out on this extraordinary sunny and spacious two-bedroom unit located in the much sought after section of Holliswood! Hardwood floors,Eat-in kitchen  & well appointed bedroom sizes all make for a winning combination. Utilities included. Don't miss out on this extraordinary opportunity!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,86-76 Palo Alto St,Queens,11423,40.71893,-73.77323,"$2,750-$2,750",2 bd,1 ba,,,+1-917-364-5645,['https://images1.apartments.com/i2/VaEYgRGMQzRJ0zn2jo0tUT2qARr8pkCEjP3vbUyPtIQ/110/86-76-palo-alto-st-queens-ny-primary-photo.jpg'],False
02v4vb3,https://www.apartments.com/90-37-186th-st-queens-ny/02v4vb3/,"90-37 186th St Queens, NY 11423","Newly Renovated 2nd FL Apt featuring 2 Bedrooms,1 Full Bathroom,Living & Dining Room & Kitchen. Just steps away from Shops,Restaurants,Bus & More. Tenant pays for all utilities except water. Available to move in from 1st of February.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,90-37 186th St,Queens,11423,40.71102,-73.77356,"$2,400-$2,400",2 bd,1 ba,,,+1-347-200-0567,['https://images1.apartments.com/i2/xiW8la8nyxJQEFU_VkH4yEN_lRQ_KkEpFcQTepe2nf8/110/90-37-186th-st-queens-ny-primary-photo.jpg'],False
k8jp9qb,https://www.apartments.com/90-37-186th-st-queens-ny/k8jp9qb/,"90-37 186th St Queens, NY 11423","Newly Renovated 1st FL Apt featuring 2 Bedrooms,1 Full Bathroom,Living & Dining Room & Kitchen .  Just steps away from Shops,Restaurants,Bus & More. Tenant pays for all utilities except water. Available to move in from 1st of February.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,90-37 186th St,Queens,11423,40.71102,-73.77356,"$2,400-$2,400",2 bd,1 ba,,,+1-347-200-0567,['https://images1.apartments.com/i2/_ij-6tdTEh0H6AsRN82bGimLe7iLaAvw4XeYnlap4MM/110/90-37-186th-st-queens-ny-primary-photo.jpg'],False
eqehz3m,https://www.apartments.com/137-22-bedell-st-queens-ny-unit-2/eqehz3m/,"137-22 Bedell St Queens, NY 11413","THIS IS A MASSIVE APARTMENT This is a massive three bedroom in a beautiful house. Do you want space? You've got it.The entire apartment has been recently and meticulously renovated with the you in mind. Brand new hardwood floors,dishwasher,stainless steel appliances,A/C in every room,a beautiful bathroom and so much more.The kitchen is brand new and has stainless steel appliances. Has a massive dishwasher,and so much space. The beautiful marble countertops and almost endless cabinet space makes this a kitchen that will service all of your cooking needs.The living space is massive and will more than fit all of your furniture and allows for entertaining your loved ones and friends.Each of the bedrooms are very big and all have an A/C unit that is independent of the other ones. All of the bedroom have big windows that let in a lot of sunlight.Did I even mention location yet? Quiet street. Laundry and food are very close. JFK is so easy to et to. Its the perfect place to live.Showings are by appointment only and are first come,first servedCall or email at your earliest convenience for a showingAvailable for immediate move in",ApartmentComplex,137-22 Bedell St,Queens,11413,40.67314,-73.76328,"$3,000-$3,000",3 bd,1 ba,,,+1-973-572-3298,['https://images1.apartments.com/i2/E6uO36sVOvprSdB5cJ6XP-k9WVN1y4uyjycdgANYo4E/110/137-22-bedell-st-unit-2-queens-ny-primary-photo.jpg'],False
nklgk3n,https://www.apartments.com/254-01-pembroke-ave-queens-ny/nklgk3n/,"254-01 Pembroke Ave Queens, NY 11362","Renovated,3 BD,1 BA,full living/dinning room,open kitchen with dishwasher,Full 2nd floor,pet friendly.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,254-01 Pembroke Ave,Queens,11362,40.77142,-73.734,"$2,850-$2,850",3 bd,1 ba,,,+1-917-698-8545,['https://images1.apartments.com/i2/IOOWxu1EyikllBcABEXE2d_sHqRUsZWj7jCU4uX_4wc/110/254-01-pembroke-ave-queens-ny-primary-photo.jpg'],False
7nhgmfz,https://www.apartments.com/275-maple-ave-rockville-centre-ny-unit-e-3/7nhgmfz/,"275 Maple Ave Rockville Centre, NY 11570","SECOND FLOOR WALK UP... TWO BEDROOM ONE BATH WITH HARDWOOD FLOORS THROUGHOUT.CONVENIENT TO ALL. RVC ELECTRIC. LAUNDRY IN BUILDING.MUNICIPAL LOT CLOSE BY.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,275 Maple Ave,Rockville Centre,11570,40.65862,-73.63276,"$3,000-$3,000",2 bd,1 ba,950 sq ft,,+1-516-313-8968,['https://images1.apartments.com/i2/zzIk0ACkAxzq4nsgyfuxdbA4IBYG-m4GhDywmXxCYy8/110/275-maple-ave-unit-e-3-rockville-centre-ny-primary-photo.jpg'],False
m9t5bgl,https://www.apartments.com/30-mohegan-ave-port-washington-ny-unit-2/m9t5bgl/,"30 Mohegan Ave Port Washington, NY 11050","Beautifully Updated Second Floor Apartment. Features Include: A tastefully renovated eat-in-kitchen,updated 2 spacious bedrooms,updated full bathroom,spacious living room,laundry room In the basement,and off street parking. Conveniently located to transportation,shopping and Manorhaven Park.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,30 Mohegan Ave,Port Washington,11050,40.83839,-73.71043,"$2,750-$2,750",2 bd,1 ba,,,+1-516-641-2532,['https://images1.apartments.com/i2/Trnm0vsoqR18Dv76UwaMmKSeJh9-t-56aH_hEHNQrDM/110/30-mohegan-ave-unit-2-port-washington-ny-primary-photo.jpg'],False
bstg5e8,https://www.apartments.com/248-03-depew-ave-queens-ny-unit-2nd-fl/bstg5e8/,"248-03 Depew Ave Queens, NY 11363","Renovated 3 Bedrooms Apt on the 2nd Fl. Hardwood Floor and Two Bathrooms,Washer & Dryer In the unit and private Driveway.  Two Blocks From Northern Blvd With Shopping And Transportation. 7 minutes walk to LIRR. School District # 26!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,248-03 Depew Ave,Queens,11363,40.77073,-73.74129,"$2,900-$2,900",3 bd,2 ba,,,+1-917-929-1682,['https://images1.apartments.com/i2/TBFF7UyUD5JQ3wUuuNXMgtMAXT0tVG0KvvRVZM_tTAA/110/248-03-depew-ave-unit-2nd-fl-queens-ny-primary-photo.jpg'],False
g6ty6lw,https://www.apartments.com/118-57-118201-201st-st-queens-ny/g6ty6lw/,"118-57-118201 201st St Queens, NY 11412","welcome to this beautiful newly renovated 2 bedrooms apartment in the heart of queens! This opportunity will not last!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,118-57-118201 201st St,Queens,11412,40.6921,-73.75025,"$2,500-$2,500",2 bd,1 ba,,,+1-718-687-7585,['https://images1.apartments.com/i2/gpKBLf2RgwxshogxNz3GlBbwWA4tn6MPR_El7chX7CM/110/118-57-118201-201st-st-queens-ny-primary-photo.jpg'],False
5fyqlrp,https://www.apartments.com/75-29-260th-st-queens-ny-unit-b/5fyqlrp/,"75-29 260th St Queens, NY 11004","Completely Renovated 3 Bedroom rental at Queens area with Living Room,Eat in Kitchen,Full bath,Balcony and Attic. School Dist # 26. Close to shopping and transportation .

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,75-29 260th St,Queens,11004,40.7479,-73.71206,"$2,950-$2,950",3 bd,1 ba,,,+1-917-834-0928,['https://images1.apartments.com/i2/-H2OabhUxIfvXq4P9THtKSSXqvdROdz__iZ3pxdR2HY/110/75-29-260th-st-unit-b-queens-ny-primary-photo.jpg'],False
lxr6pmd,https://www.apartments.com/204-sunrise-hwy-rockville-centre-ny/lxr6pmd/,"204 Sunrise Hwy Rockville Centre, NY 11570","Two Bedroom Rental Unit Right In The Center Of Rockville Centre! Fabulous Location! This Two Bedroom Rental Boasts A Ground Floor Entry With Mailbox. Entry Foyer With Closet,Living Room,Galley Kitchen With New Stove And Room For A Table! Two Bedrooms,Both Fit A King Size Bed. Full Bath With Tub! Cats Are Welcome! Close To Everything: Shopping,Restaurants,Entertainment,Post Office,Specialty Stores,Transportation And Across The Street From The RVC LIRR! 35 Minute Commute To NYC!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,204 Sunrise Hwy,Rockville Centre,11570,40.65744,-73.64738,"$2,500-$2,500",2 bd,1 ba,,,+1-516-724-4518,['https://images1.apartments.com/i2/kPvXLSCsE3CWC3VG7ruiq8plZlxcP_yFmwiPf3JauWo/110/204-sunrise-hwy-rockville-centre-ny-primary-photo.jpg'],False
07cgq73,https://www.apartments.com/147-jericho-turnpike-mineola-ny/07cgq73/,"147 Jericho Turnpike Mineola, NY 11501","Welcome to this meticulously renovated apartment,completed in 2023. This two-bedroom unit features a spacious living room,eat in kitchen,and modern bathroom. Enjoy individual climate control in every room with ductless AC/heating units. The kitchen is energy efficient appliances,grey shaker cabinets,and white quartz countertops. All hardware is elegantly finished in satin nickel. Your personal hot water heater ensures continuous hot water access. Tenants are responsible for all utilities except water. Experience the perfect blend of style and practicality in this beautifully updated space.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,147 Jericho Turnpike,Mineola,11501,40.74881,-73.64133,"$2,850-$2,850",2 bd,1 ba,700 sq ft,,+1-516-472-8015,['https://images1.apartments.com/i2/5wUpmRwLu4Qt8B3PTa8jvylxPKv1_XzqFn-gXJpUHdc/110/147-jericho-turnpike-mineola-ny-primary-photo.jpg'],False
yej1njv,https://www.apartments.com/145-48-226th-st-queens-ny/yej1njv/,"145-48 226th St Queens, NY 11413","Beautiful sunny 3br apartment with high ceilings available for rent.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,145-48 226th St,Queens,11413,40.66131,-73.75434,"$3,000-$3,000",3 bd,1 ba,,,+1-516-714-3606,['https://images1.apartments.com/i2/5noxPmTrBRfQLaZWTs3taa4EFT8ftTbbqveSDMVQtoc/110/145-48-226th-st-queens-ny-primary-photo.jpg'],False
